E1028	R1	E1840
E868	R2	E1044
E1788	R1	E2211
E798	R1	E1991
E366	R1	E1916
E506	R1	E2037
E722	R1	E2603
E740	R1	E1664
E586	R1	E2167
E580	R1	E1590
E961	R1	E2108
E354	R1	E2494
E322	R1	E2420
E591	R1	E1459
E582	R1	E2592
E723	R1	E1508
E305	R1	E2202
E648	R1	E214
E721	R1	E1978
E576	R1	E2232
E718	R1	E2385
E944	R1	E2069
E2563	R1	E2592
E691	R1	E1268
E954	R1	E1991
E509	R1	E1697
E408	R1	E1315
E532	R1	E1840
E1352	R1	E1734
E954	R1	E1725
E710	R1	E1251
E408	R1	E2600
E999	R1	E1591
E657	R1	E1655
E103	R1	E1315
E1307	R1	E1598
E705	R1	E2431
E1352	R1	E1676
E2572	R1	E1325
E97	R1	E1967
E154	R1	E1385
E1360	R1	E1246
E587	R1	E1642
E567	R1	E2075
E1355	R1	E1161
E1781	R1	E1497
E798	R1	E2005
E754	R1	E1397
E754	R1	E2001
E954	R1	E1296
E727	R1	E2596
E103	R1	E1536
E775	R1	E1586
E527	R1	E1847
E618	R1	E1968
E2572	R1	E2193
E354	R1	E1490
E1378	R1	E2249
E688	R1	E1989
E1416	R1	E2114
E868	R1	E1261
E534	R1	E2260
E1446	R1	E1897
E939	R1	E1696
E1355	R1	E1654
E523	R1	E1557
E2556	R1	E2007
E702	R1	E1421
E593	R1	E2408
E443	R1	E2358
E1307	R1	E1878
E610	R1	E1451
E574	R1	E2232
E1368	R1	E2278
E357	R1	E2008
E1366	R1	E2308
E541	R2	E1044
E1760	R1	E1475
E622	R1	E1558
E702	R1	E2625
E305	R1	E1527
E579	R1	E2401
E896	R1	E1692
E112	R1	E1335
E97	R1	E2331
E366	R1	E1320
E991	R1	E1473
E509	R1	E1866
E354	R1	E1928
E798	R1	E1984
E991	R1	E1918
E705	R1	E2001
E441	R1	E1610
E755	R1	E1887
E702	R1	E2268
E662	R1	E2591
E340	R1	E2377
E1788	R1	E1750
E340	R1	E2114
E842	R1	E2502
E360	R1	E1322
E1953	R0	E2533
E897	R1	E1887
E360	R1	E1673
E937	R1	E1440
E666	R1	E2501
E54	R1	E2639
E360	R1	E1345
E2561	R1	E2389
E664	R1	E1526
E1378	R1	E1892
E1364	R1	E1303
E722	R1	E1399
E585	R1	E1979
E109	R1	E1941
